organism_id,parent_id,founder_id,generation,birth_step,birth_x,birth_y,lifespan,birth_exploration_tendency,birth_site_fidelity,birth_risk_tolerance,birth_reproduction_timing,death_step,death_cause
0,,0,0,0,42,86,203,0.5161290322580645,0.3870967741935484,0.6451612903225806,0.8064516129032258,118.0,energy
1,,1,0,0,18,80,249,0.7096774193548387,0.0,1.0,0.4838709677419355,74.0,energy
2,,2,0,0,93,27,205,0.06451612903225806,0.5161290322580645,0.0,0.25806451612903225,62.0,energy
3,,3,0,0,49,87,159,0.8387096774193549,0.41935483870967744,0.3225806451612903,0.3225806451612903,158.0,age
4,,4,0,0,36,24,243,0.6774193548387096,0.8064516129032258,0.7419354838709677,0.8387096774193549,126.0,energy
5,,5,0,0,22,18,172,0.03225806451612903,0.45161290322580644,0.8387096774193549,0.7419354838709677,106.0,energy
6,,6,0,0,26,63,183,0.45161290322580644,0.03225806451612903,0.3225806451612903,0.3870967741935484,64.0,energy
7,,7,0,0,77,77,231,0.6129032258064516,1.0,0.7419354838709677,0.22580645161290322,54.0,energy
8,,8,0,0,18,98,179,0.5483870967741935,0.3225806451612903,0.41935483870967744,1.0,115.0,energy
9,,9,0,0,33,95,163,0.12903225806451613,0.6451612903225806,0.8064516129032258,0.6451612903225806,123.0,energy
10,,10,0,0,87,21,205,0.0967741935483871,0.03225806451612903,0.5161290322580645,0.7741935483870968,156.0,energy
11,,11,0,0,83,26,159,1.0,0.3548387096774194,0.8387096774193549,0.8064516129032258,73.0,energy
12,,12,0,0,24,40,247,0.7741935483870968,0.7419354838709677,0.3548387096774194,0.2903225806451613,86.0,energy
13,,13,0,0,59,55,178,1.0,0.25806451612903225,0.06451612903225806,0.6451612903225806,177.0,age
14,,14,0,0,7,22,159,0.8709677419354839,0.4838709677419355,0.2903225806451613,1.0,79.0,energy
15,,15,0,0,56,19,207,1.0,0.1935483870967742,0.5806451612903226,0.3225806451612903,79.0,energy
16,,16,0,0,9,10,235,0.967741935483871,0.8387096774193549,0.16129032258064516,0.8709677419354839,75.0,energy
17,,17,0,0,52,21,192,0.6451612903225806,0.5483870967741935,1.0,0.8709677419354839,128.0,energy
18,,18,0,0,77,88,200,0.9032258064516129,0.7741935483870968,0.06451612903225806,0.06451612903225806,42.0,energy
19,,19,0,0,5,51,159,0.25806451612903225,0.22580645161290322,0.2903225806451613,0.45161290322580644,158.0,age
20,,20,0,0,23,89,168,0.8709677419354839,0.7419354838709677,1.0,0.6129032258064516,64.0,energy
21,,21,0,0,92,56,168,0.7741935483870968,0.22580645161290322,0.5161290322580645,0.0967741935483871,108.0,energy
22,,22,0,0,2,21,197,0.967741935483871,0.8709677419354839,0.6451612903225806,0.1935483870967742,51.0,energy
23,,23,0,0,44,79,184,0.6774193548387096,0.0,0.8064516129032258,0.45161290322580644,74.0,energy
24,,24,0,0,0,29,212,0.41935483870967744,0.41935483870967744,0.3548387096774194,0.16129032258064516,77.0,energy
25,,25,0,0,45,6,153,0.5161290322580645,0.0,0.25806451612903225,0.3870967741935484,152.0,age
26,,26,0,0,26,57,180,0.7096774193548387,0.5483870967741935,0.16129032258064516,0.25806451612903225,116.0,energy
27,,27,0,0,89,41,250,0.5806451612903226,0.7741935483870968,0.41935483870967744,0.5161290322580645,84.0,energy
28,,28,0,0,8,16,202,0.967741935483871,0.12903225806451613,0.7096774193548387,0.7419354838709677,71.0,energy
29,,29,0,0,77,17,151,0.8387096774193549,0.12903225806451613,0.41935483870967744,0.5483870967741935,103.0,energy
30,,30,0,0,45,60,198,0.22580645161290322,0.0967741935483871,0.45161290322580644,0.7096774193548387,197.0,age
31,,31,0,0,69,25,220,0.16129032258064516,0.0967741935483871,0.5806451612903226,0.1935483870967742,89.0,energy
32,,32,0,0,31,32,211,0.6129032258064516,0.6129032258064516,0.1935483870967742,0.03225806451612903,71.0,energy
33,,33,0,0,66,84,235,0.3548387096774194,0.9032258064516129,1.0,0.8064516129032258,79.0,energy
34,,34,0,0,23,53,168,0.41935483870967744,0.8709677419354839,0.06451612903225806,0.3225806451612903,74.0,energy
35,,35,0,0,4,24,204,0.2903225806451613,0.8064516129032258,0.5806451612903226,0.12903225806451613,99.0,energy
36,,36,0,0,39,66,169,1.0,0.25806451612903225,0.06451612903225806,0.7741935483870968,168.0,age
37,,37,0,0,76,36,231,0.8387096774193549,0.6129032258064516,0.03225806451612903,0.41935483870967744,68.0,energy
38,,38,0,0,18,77,160,0.5161290322580645,0.0967741935483871,0.12903225806451613,1.0,96.0,energy
39,,39,0,0,78,60,208,0.1935483870967742,0.06451612903225806,0.8709677419354839,0.7096774193548387,133.0,energy
40,,40,0,0,70,30,215,0.6451612903225806,0.6129032258064516,0.0967741935483871,0.5483870967741935,83.0,energy
41,,41,0,0,39,34,193,0.06451612903225806,0.8709677419354839,0.16129032258064516,0.0,76.0,energy
42,,42,0,0,87,18,222,0.7741935483870968,0.9354838709677419,0.16129032258064516,0.41935483870967744,81.0,energy
43,,43,0,0,5,77,175,0.5483870967741935,0.0967741935483871,0.967741935483871,0.0,64.0,energy
44,,44,0,0,26,93,241,0.06451612903225806,0.7419354838709677,0.8387096774193549,0.5806451612903226,101.0,energy
45,,45,0,0,74,87,198,0.7419354838709677,0.3225806451612903,0.4838709677419355,0.0,44.0,energy
46,,46,0,0,62,92,247,0.45161290322580644,0.3548387096774194,0.9032258064516129,0.5483870967741935,92.0,energy
47,,47,0,0,93,6,206,0.16129032258064516,0.5483870967741935,0.0,0.5806451612903226,63.0,energy
48,,48,0,0,26,66,238,0.8064516129032258,0.7741935483870968,0.7741935483870968,0.25806451612903225,69.0,energy
49,,49,0,0,29,62,187,0.06451612903225806,0.03225806451612903,0.7419354838709677,0.9354838709677419,161.0,energy
